predicate,argument,role_type,sentence 1,sub-fit score 1,sentence 2,sub-fit score 2,sentence 3,sub-fit score 3,sentence 4,sub-fit score 4,sentence 5,sub-fit score 5,actual_fit,exp_fit
audit,accountant,ARG1,The accountant will audit the company's financial statements next week.,1.0,An experienced accountant is needed to audit the non-profit organization's books.,1.0,,0.9,Our accountant has been scheduled to audit the competitor's financial records as part of the acquisition process.,1.0,The accountant set aside two days to audit the small business's ledger for any irregularities.,1.0,4,0.98
audit,businessman,ARG0,The businessman audits his company's financial statements every quarter to ensure accuracy.,1.0,"Before making any investment, the businessman audits the financial health of potential companies.",1.0,"As a savvy businessman, he regularly audits his own business operations to identify areas for improvement.",1.0,The businessman decided to audit his suppliers to ensure they were complying with ethical standards.,1.0,"To better understand his competition, the businessman audits their public financial records annually.",1.0,3.8,1.0
audit,businessman,ARG1,The businessman audits his company's financial statements every quarter to ensure accuracy.,1.0,A skilled businessman regularly audits his investments to assess their performance.,1.0,,0.2,The businessman audits his competitors' strategies to stay ahead in the market.,1.0,,0.2,6,0.68
audit,citizen,ARG0,The citizen audited the company's financial records to ensure transparency.,0.9,A concerned citizen audited the local government's spending to uncover any discrepancies.,1.0,The citizen audited the environmental impact reports to verify the company's compliance with regulations.,1.0,An active citizen audited the school district's budget to advocate for better educational resources.,1.0,The citizen audited the public project's expenditures to hold the authorities accountable.,1.0,2.2,0.98
audit,citizen,ARG1,The citizen was selected to audit the local government's financial records.,1.0,A citizen volunteered to audit the school district's spending.,1.0,,0.2,One citizen decided to audit the public library's use of funds.,1.0,A concerned citizen took it upon themselves to audit the city's budget allocations.,1.0,5.5,0.84
audit,corporation,ARG0,,0.1,,0.1,,0.1,,0.1,,0.1,4.8,0.1
audit,corporation,ARG1,The government decided to audit the corporation to ensure compliance with tax laws.,1.0,"To maintain transparency, the corporation voluntarily undergoes an annual audit.",1.0,"After several discrepancies were noted in the financial statements, the corporation was subjected to a rigorous audit.",1.0,The shareholders demanded an independent audit of the corporation to dispel any concerns of misconduct.,1.0,,0.0,6.1,0.8
audit,government,ARG0,The government will audit the financial records of the public sector.,1.0,,0.1,,0.1,"To increase transparency, the government will audit the tax records of large corporations.",1.0,The government has initiated an audit of infrastructure projects to prevent corruption.,1.0,6.2,0.64
audit,government,ARG1,The external agency will audit the government's financial records this quarter.,0.5,"To ensure transparency, they decided to audit the government's spending on public projects.",1.0,"After allegations of mismanagement, a thorough audit of the government agency was initiated.",0.8,,0.1,,0.1,3,0.5
audit,taxpayer,ARG0,,0.1,,0.1,"Before filing, the taxpayer audits all deductions to avoid mistakes.",1.0,,0.1,,0.1,2.7,0.28
audit,taxpayer,ARG1,The IRS decided to audit the taxpayer after noticing discrepancies in their annual filing.,1.0,"To ensure compliance, the government agency will audit the taxpayer's financial records.",0.9,The taxpayer was nervous when they received a letter stating they were selected for an audit.,1.0,,0.0,,0.0,6.2,0.58
beat,bully,ARG0,The bully beat the new kid for no reason.,1.0,"After school, the bully beat anyone who crossed his path.",1.0,"In a surprising turn of events, the bully beat his own record in the charity run.",1.0,,0.9,The bully beat the drum at the school band with surprising skill.,1.0,6.5,0.98
beat,bully,ARG1,The bully beat the new kid in the schoolyard.,1.0,"In the final round, the bully beat his opponent with a surprising move.",1.0,"Despite his reputation, the bully beat the challenge without using force.",1.0,"The bully beat all the records in the gaming competition, surprising everyone.",1.0,"After years of conflict, the bully beat his own demons and changed for the better.",1.0,1.9,1.0
beat,egg,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,1.2,0.0
beat,egg,ARG1,"To make the omelette fluffy, first beat the egg vigorously.",1.0,"Before adding it to the mixture, she decided to beat the egg.",1.0,"He learned that to get the right consistency for the cake, you must beat the egg separately.",1.0,"To incorporate air, beat the egg until it's frothy.",1.0,"For the recipe to work, you need to beat the egg until it's light and pale.",1.0,6.1,1.0
beat,parent,ARG0,,0.5,"In the annual school race, the parent beat all the other competitors, securing first place.",1.0,"During the intense chess tournament, the parent beat every opponent, claiming the championship title.",1.0,"At the community bake-off, the parent beat the reigning champion with their exquisite pie.",1.0,"In a surprising turn of events, the parent beat the professional in a friendly game of tennis.",1.0,3.7,0.9
beat,parent,ARG1,,0.9,"In the annual school race, the parent beat all the other competitors and won first place.",1.0,"Despite the challenges, the parent beat the deadline for the project submission.",1.0,"The parent beat the drum at the community festival, creating a lively atmosphere.",1.0,"With years of practice, the parent beat their personal record in the marathon.",1.0,2.2,0.98
beat,wimp,ARG0,,0.1,"In a surprising turn of events, the wimp beat the champion in chess.",1.0,"Despite his size, the wimp beat all his bullies at arm wrestling.",1.0,"The wimp beat his personal best in the marathon, proving everyone wrong.",1.0,"Against all expectations, the wimp beat the seasoned fighter in the ring.",1.0,1.7,0.82
beat,wimp,ARG1,,0.1,,0.1,The wimp beat everyone's expectations by winning the match.,1.0,"In a surprising turn of events, the wimp beat the champion in the final round.",1.0,"Against all predictions, the wimp beat the obstacle course in record time.",1.0,4.9,0.64
betray,liar,ARG0,The liar betrayed his closest friend for personal gain.,1.0,"In a surprising turn of events, the liar betrayed his own principles.",1.0,"Despite his reputation, the liar betrayed the trust of the entire community.",1.0,"The liar betrayed his allies, revealing their secrets to the enemy.",1.0,"Unexpectedly, the liar betrayed his own lies, confessing the truth in court.",1.0,6.9,1.0
betray,liar,ARG1,The liar betrayed his closest friend for personal gain.,1.0,"In the end, the liar betrayed everyone's trust, revealing his true nature.",1.0,"Despite his promises, the liar betrayed their cause when it mattered most.",1.0,The community was in shock when they discovered the liar had betrayed their secrets.,1.0,No one was surprised when the liar betrayed his own principles for a quick profit.,1.0,4.7,1.0
betray,partner,ARG0,The partner betrayed their trust by revealing secrets.,1.0,"In a shocking turn of events, the partner betrayed the team by joining their rivals.",1.0,"Feeling cornered, the partner decided to betray the pact they had made.",1.0,The partner betrayed their expectations by not showing up at the crucial moment.,1.0,"Despite years of loyalty, the partner betrayed their cause for personal gain.",1.0,3.5,1.0
betray,partner,ARG1,The partner betrayed their trust by revealing secrets.,1.0,"In a shocking turn of events, the partner betrayed the team by joining their rivals.",1.0,"Feeling cornered, the partner betrayed their common goals for personal gain.",1.0,The partner betrayed their promise by not showing up when needed the most.,1.0,"Despite years of loyalty, the partner betrayed their commitment with a single action.",1.0,4.5,1.0
betray,wife,ARG0,The wife betrayed her husband's trust by revealing his secrets.,1.0,"In a shocking turn of events, the wife betrayed her partner to the authorities for a crime she knew he didn't commit.",1.0,"Feeling trapped in her marriage, the wife betrayed her spouse by having an affair with his best friend.",1.0,The wife betrayed her family's expectations by deciding to leave her high-paying job for a more fulfilling career.,1.0,"Despite years of loyalty, the wife betrayed her husband's confidence by sharing his private letters with a journalist.",1.0,3.4,1.0
betray,wife,ARG1,The wife betrayed her husband's trust by revealing his secrets.,1.0,"In the novel, the wife betrayed her family for a life of adventure.",1.0,"Throughout the story, the wife betrayed her own principles for wealth.",1.0,The wife betrayed her country by selling classified information.,1.0,"Unexpectedly, the wife betrayed her friend's confidence by spreading rumors.",1.0,4.4,1.0
blame,skydiver,ARG0,The skydiver blames the equipment for his rough landing.,1.0,Skydivers often blame the weather conditions for unexpected challenges during their jumps.,1.0,The skydiver blames his instructor for not properly teaching him how to handle high winds.,1.0,"After a close call, the skydiver blamed his own lack of focus for the near mishap.",1.0,The skydiver blames the parachute manufacturer for the malfunction that nearly cost him his life.,1.0,2,1.0
blame,skydiver,ARG1,The skydiver blames the sudden change in weather for his rough landing.,1.0,The skydiver blames his parachute not opening on time for the scare he experienced.,1.0,The skydiver blames the instructor for not properly explaining the landing technique.,1.0,The skydiver blames the equipment malfunction for his unexpected detour during the dive.,1.0,The skydiver blames the strong winds for his inability to land at the designated spot.,1.0,1.5,1.0
